id,model_code,name,description,base_price,is_active,category_id,subcategory_id,brand_id,supplier
985,P762.62,Impact AWARE™ Recycled cotton tote 145g,"Tell a true story about sustainability and wear it with pride! This versatile 145g cotton totebag is embedded with AWARE™ tracer technology. With AWARE™, the use of genuine recycled fabric materials (70% rcotton and 30% rpet) and water reduction impact claims are guaranteed. Save water and use genuine recycled fabrics. If you choose this item you save between 465 and 531 litres of water, depending on the colour version. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. Water savings are based on figures when compared to conventional fibre. This calculated indication is based on reliable LCA data as published by Textile Exchange in their Material Snapshots 2016.",3.32,true,3,1,1,1
986,P762.63,Impact AWARE™ recycled cotton drawstring backpack 145g,"Tell a true story about sustainability and wear it with pride! This versatile 145g recycled cotton drawstring backpack is embedded with AWARE™ tracer technology. Wear it to the gym or just  for everyday use. With AWARE™, the use of genuine recycled fabric materials (70% rcotton and 30% rpet) and water reduction impact claims are guaranteed. Save water and use genuine recycled fabrics. If you choose this item you save between 562 and 641 litres of water depending upon the colour. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. Water savings are based on figures when compared to conventional fibre. This calculated indication is based on reliable LCA data as published by Textile Exchange in their Material Snapshots 2016.",3.32,true,3,1,1,1
987,P762.64,Impact AWARE™ Recycled cotton tote w/bottom 145g,"Tell a true story about sustainability and wear it with pride! Carry all your essentials in this functional recycled 145 gsm cotton tote bag. The tote bag features a 6cm gusset for extra storage and is embedded with AWARE™ tracer technology. With AWARE™, the use of genuine recycled fabric materials (70% rcotton/30% rpet) and water reduction impact claims are guaranteed. Save water and use genuine recycled fabrics. If you choose this item you save 687 litres of water. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. Water savings are based on figures when compared to conventional fibre. This calculated indication is based on reliable LCA data as published by Textile Exchange in their Material Snapshots 2016.",4.2,true,3,1,1,1
988,P762.65,Impact AWARE™ Recycled cotton shopper 145g,"Tell a true story about sustainability and wear it with pride! Carry all your essentials in this functional recycled 145 gsm cotton tote bag. The tote bag features a 14cm gusset for extra storage and is embedded with AWARE™ tracer technology. With AWARE™, the use of genuine recycled fabric materials (70% rcotton/30% rpet) and water reduction impact claims are guaranteed. Save water and use genuine recycled fabrics. If you choose this item you save 860 litres of water. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. Water savings are based on figures when compared to conventional fibre. This calculated indication is based on reliable LCA data as published by Textile Exchange in their Material Snapshots 2016.",5.16,true,3,1,1,1
989,P762.66,Impact AWARE™ RPET 190T tote bag,"No greenwashing, but telling a true story about sustainability! This Impact 190T RPET tote bag is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology. Save water and use genuine recycled fabrics. With the focus on water 2% of proceeds of each Impact product sold will be donated to Water.org. The 190T RPET polyester tote bag is super lightweight to take anywhere on the go. This bag has reused 3 PET bottles (500ml). Water savings are based on figures when compared to conventional fibre. This calculated indication is based on reliable LCA data as published by Textile Exchange in their Material Snapshots 2016.",3.82,true,3,1,1,1
990,P762.67,Impact AWARE™ RPET 190T foldable shopper,"No greenwashing, but telling a true story about sustainability! This Impact 190T RPET foldable shopper is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology. Save water and use genuine recycled fabrics. With the focus on water 2% of proceeds of each Impact product sold will be donated to Water.org. The 190T RPET polyester foldable shopper is super lightweight and easy to take anywhere on the go. With the integrated pouch to fold it up for easy storage. This bag has reused 3,8 PET bottles (500ml). Water savings are based on figures when compared to conventional fibre. This calculated indication is based on reliable LCA data as published by Textile Exchange in their Material Snapshots 2016.",2.16,true,3,1,1,1
991,P762.68,Impact AWARE™ RPET 190T drawstring bag,"No greenwashing, but telling a true story about sustainability! This Impact 190T RPET drawstring bag is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology. Save water and use genuine recycled fabrics. With the focus on water 2% of proceeds of each Impact product sold will be donated to Water.org. The drawstring bag is super lightweight and easy to take anywhere on the go. This bag has reused 2,4 PET bottles(500ml) and saved 1,41 litres of water. Water savings are based on figures when compared to conventional fibre. This calculated indication is based on reliable LCA data as published by Textile Exchange in their Material Snapshots 2016.",2.16,true,3,1,1,1
992,P762.71,Swiss Peak Aware™ executive 2-in-1 laptop backpack,"Maximum function in minimalist form, the Swiss Peak 2-in 1 executive laptop bag is a clever 2-way carry that combines the best of briefcase and backpack all in one. The backpack-briefcase hybrid maneuvers with equal ease as a briefcase or backpack and switches between each. Full of features, it includes 2 front pockets, multiple interior pockets, a separate padded 15.6 inch laptop compartment and a roomy compartment for overnight trips. Complete with a concealed luggage sleeve for carry-ons, this versatile companion is an all-in-one solution for all your journeys. With AWARE™ tracer that validates the genuine use of recycled materials. Each bag has reused 49.3 PET bottles. 2% of proceeds of each Aware™ product sold will be donated to Water.org.",64.58,true,3,2,10,1
993,P762.72,"PU high visibility easy access 15.6"" laptop backpack","This high visibility easy access laptop backpack is the ideal backpack to carry every day and provides extra safety at night thanks to the big surface of reflective material which ensures you are visible to traffic. The backpack has all the space you'll need in a day bag or carry-on. The roomy main compartment has a 15.6"" laptop pocket and a small pocket to quickly grab your phone or keys. The big zipper opening makes it easy to see what's in your backpack at a glance. Water resistant. The reflectivity has been tested in accordance with EN 13356:2001.",27.64,true,3,1,1,1
994,P762.73,Impact AWARE™ RPET lightweight backpack,"No greenwashing, but telling a true story about sustainability! This Impact 300D RPET backpack is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology. Save water and use genuine recycled fabrics. With the focus on water 2% of proceeds of each Impact product sold will be donated to Water.org. Keep it simple and stylish with this basic backpack. A perfect size for all your essentials and a convenient front zipper pocket. This backpack has reused 11,5 500ml PETbottles. Water savings are based on figures when compared to conventional fibre. This calculated indication is based on reliable LCA data as published by Textile Exchange in their Material Snapshots 2016.",11.04,true,3,1,1,1
995,P762.74,Swiss Peak AWARE™ RPET 15.6 inch day pack,"Protect, organise and carry your laptop and other essentials in this stylish Swiss Peak laptop backpack. The backpack features a padded 15.6 laptop compartment, multiple pockets and a luggage strap. With AWARE™ tracer that validates the genuine use of recycled materials. Each bag has reused 22.6 0.5L PET bottles. 2% of proceeds of each Impact product sold will be donated to Water.org. PVC free.",51.6,true,3,2,10,1
